"Year","ProjectFolder","FileName","Extension","Category","FullPath","SizeKB","LastModified","CVG_TypeCode","ProjectSlug","PublishPriority","CRS_EPSG","GPKG_Ready","GeoServerLayer","Notes"
"2023","2308 SWoolley","Tomahawk Trail Wetland Delineation.atbx",".atbx","arcgis_project","Z:\2023\2308 SWoolley\Tomahawk Trail Wetland Delineation\Tomahawk Trail Wetland Delineation.atbx","0.4","2023-03-28","wetland","","","","no","",""
"2023","2310 CHaas","Damascus Rd Wetland Delineation.aprx",".aprx","arcgis_project","Z:\2023\2310 CHaas\A_Damascus Rd WD\Damascus Rd Wetland Delineation.aprx","44.5","2023-06-05","wetland","","","","no","",""
"2023","2310 CHaas","Damascus Rd Wetland Delineation.atbx",".atbx","arcgis_project","Z:\2023\2310 CHaas\A_Damascus Rd WD\Damascus Rd Wetland Delineation.atbx","0.4","2023-06-05","wetland","","","","no","",""
"2023","2310 CHaas","12127C0500H.tif",".tif","raster","Z:\2023\2310 CHaas\A_Damascus Rd WD\12127C0500H\12127C0500H.tif","18635","2023-06-08","unknown","","","","no","",""
"2023","2311 Arcadis","FTL_Shapefile.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\FTL_Shapefile.shp","50.7","2024-09-05","unknown","","","","no","",""
"2023","2311 Arcadis","Hotspots_20240924.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\Hotspots_20240924.shp","27","2024-09-24","unknown","","","","no","",""
"2023","2311 Arcadis","Hot Spot Areas_FTL_toArcadis.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2024 0909 Hot Spot Boundary\Hot Spot Areas_FTL_toArcadis.shp","27","2024-09-09","unknown","","","","no","",""
"2023","2311 Arcadis","AllPlacesOfWorship.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\All_Places_Of_Worship\AllPlacesOfWorship.shp","6965.7","2021-05-26","unknown","","","","no","",""
"2023","2311 Arcadis","American_Red_Cross_Headquarters.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\American_Red_Cross_Headquarters\American_Red_Cross_Headquarters.shp","6.5","2023-01-12","unknown","","","","no","",""
"2023","2311 Arcadis","Aviation_Facilities_.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\Aviation_Facilities_\Aviation_Facilities_.shp","545.3","2023-01-06","unknown","","","","no","",""
"2023","2311 Arcadis","BRS_EBS.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\Broadband_Radio_Service_(BRS)_and_Educational_Broadband_Service_(EBS)__Transmitters\BRS_EBS.shp","274.5","2022-06-29","unknown","","","","no","",""
"2023","2311 Arcadis","CellularTowers.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\CellularTowers\CellularTowers.shp","1294.2","2023-04-05","unknown","","","","no","",""
"2023","2311 Arcadis","Child_Care_Centers.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\Child_Care_Centers\Child_Care_Centers.shp","3615.4","2022-12-13","unknown","","","","no","",""
"2023","2311 Arcadis","CollegesUniversities.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\Colleges_and_Universities\CollegesUniversities.shp","179.4","2022-12-09","unknown","","","","no","",""
"2023","2311 Arcadis","CollegeUniversityCampuses.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\Colleges_and_Universities_Campuses\CollegeUniversityCampuses.shp","1866.4","2022-12-11","unknown","","","","no","",""
"2023","2311 Arcadis","Convention_Centers_Fairgrounds.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\Convention_Centers_Fairgrounds\Convention_Centers_Fairgrounds.shp","0.6","2023-01-11","unknown","","","","no","",""
"2023","2311 Arcadis","Courthouses.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\Courthouses\Courthouses.shp","101.8","2022-07-18","unknown","","","","no","",""
"2023","2311 Arcadis","Department_of_Defense_(DoD)_Sites__Boundaries__Public.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\Department_of_Defense_(DoD)_Sites__Boundaries__Public\Department_of_Defense_(DoD)_Sites__Boundaries__Public.shp","11654.1","2022-03-10","unknown","","","","no","",""
"2023","2311 Arcadis","Department_of_Defense_(DoD)_Sites__Points_(Public).shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\Department_of_Defense_(DoD)_Sites__Points_(Public)\Department_of_Defense_(DoD)_Sites__Points_(Public).shp","21","2022-06-30","unknown","","","","no","",""
"2023","2311 Arcadis","DHL_Facilities.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\DHL_Facilities\DHL_Facilities.shp","658.3","2023-04-06","unknown","","","","no","",""
"2023","2311 Arcadis","Electric__Power_Transmission_Lines.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\Electric__Power_Transmission_Lines\Electric__Power_Transmission_Lines.shp","49562.3","2023-02-01","unknown","","","","no","",""
"2023","2311 Arcadis","Emergency_Medical_Service_(EMS)_Stations.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\Emergency_Medical_Service_(EMS)_Stations\Emergency_Medical_Service_(EMS)_Stations.shp","1170.7","2023-02-01","unknown","","","","no","",""
"2023","2311 Arcadis","Environmental_Protection_Agency_(EPA)_Facilities.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\Environmental_Protection_Agency_(EPA)_Facilities\Environmental_Protection_Agency_(EPA)_Facilities.shp","2.8","2022-06-29","unknown","","","","no","",""
"2023","2311 Arcadis","EPA_Emergency_Response_(ER)_Risk_Management_Plan_(RMP)_Facilities.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\EPA_Emergency_Response_(ER)_Risk_Management_Plan_(RMP)_Facilities\EPA_Emergency_Response_(ER)_Risk_Management_Plan_(RMP)_Facilities.shp","527.1","2022-07-05","unknown","","","","no","",""
"2023","2311 Arcadis","Federal_Bureau_of_Investigation_(FBI)_Field_Office_(FO)_Locations.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\Federal_Bureau_of_Investigation_(FBI)_Field_Office_(FO)_Locations\Federal_Bureau_of_Investigation_(FBI)_Field_Office_(FO)_Locations.shp","1.6","2022-02-10","gpssurvey","","","","no","",""
"2023","2311 Arcadis","FedEx_Facilities.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\FedEx_Facilities\FedEx_Facilities.shp","1335","2023-04-06","unknown","","","","no","",""
"2023","2311 Arcadis","Ferry_Terminals.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\Ferry_Terminals\Ferry_Terminals.shp","43.1","2023-01-12","unknown","","","","no","",""
"2023","2311 Arcadis","Fire_Stations.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\Fire_Stations\Fire_Stations.shp","1427","2021-12-26","fire","","","","no","",""
"2023","2311 Arcadis","FM_TransTowers.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\FM__Transmission__Towers\FM_TransTowers.shp","525.4","2023-04-05","unknown","","","","no","",""
"2023","2311 Arcadis","FDA_OfficeFacilities.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\Food__and__Drug__Administration_(FDA)__Office__Facilities\FDA_OfficeFacilities.shp","6.2","2022-08-17","unknown","","","","no","",""
"2023","2311 Arcadis","FUDS_Property_Point.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\Formerly_Used_Defense_Sites_(FUDS)_Public_Properties\FUDS_Property_Point.shp","255.9","2023-01-29","unknown","","","","no","",""
"2023","2311 Arcadis","Formerly_Used_Defense_Sites_(FUDS)_Public_Property_Boundaries.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\Formerly_Used_Defense_Sites_(FUDS)_Public_Property_Boundaries\Formerly_Used_Defense_Sites_(FUDS)_Public_Property_Boundaries.shp","7614.9","2022-07-11","unknown","","","","no","",""
"2023","2311 Arcadis","Hospitals.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\Hospitals\Hospitals.shp","219.2","2023-02-01","unknown","","","","no","",""
"2023","2311 Arcadis","Hurricane_Evacuation_Routes.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\Hurricane_Evacuation_Routes\Hurricane_Evacuation_Routes.shp","9811.4","2022-06-30","surge","","","","no","",""
"2023","2311 Arcadis","IRM_Property_Boundary.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\Interim_Risk_Management_(IRM)_Property_Boundary\IRM_Property_Boundary.shp","1754.9","2022-12-02","unknown","","","","no","",""
"2023","2311 Arcadis","IRM_Property_Point.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\Interim_Risk_Management_(IRM)_Property_Point\IRM_Property_Point.shp","16.5","2022-12-07","unknown","","","","no","",""
"2023","2311 Arcadis","Intermodal_Passenger_Connectivity_Database_(IPCD).shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\Intermodal_Passenger_Connectivity_Database_(IPCD)\Intermodal_Passenger_Connectivity_Database_(IPCD).shp","6.7","2023-01-12","unknown","","","","no","",""
"2023","2311 Arcadis","Intermodal_Passenger_Connectivity_Database_(IPCD).shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\Intermodal_Passenger_Connectivity_Database_(IPCD) (1)\Intermodal_Passenger_Connectivity_Database_(IPCD).shp","423.6","2023-01-12","unknown","","","","no","",""
"2023","2311 Arcadis","Land_Mobile_Broadcast_Towers.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\Land_Mobile_Broadcast_Towers\Land_Mobile_Broadcast_Towers.shp","432.3","2022-07-05","unknown","","","","no","",""
"2023","2311 Arcadis","Local_Law_Enforcement.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\Local_Law_Enforcement_Locations\Local_Law_Enforcement.shp","642.3","2022-01-09","unknown","","","","no","",""
"2023","2311 Arcadis","MajorSportVenues.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\Major_Sport_Venues\MajorSportVenues.shp","23.1","2022-12-09","unknown","","","","no","",""
"2023","2311 Arcadis","MajorStateGovernmentBuildings.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\Major_State_Government_Buildings\MajorStateGovernmentBuildings.shp","37.8","2022-07-05","municipal","","","","no","",""
"2023","2311 Arcadis","Microwave_Service_Towers.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\Microwave__Service__Towers\Microwave_Service_Towers.shp","13646.9","2023-04-06","unknown","","","","no","",""
"2023","2311 Arcadis","MobileHomeParks.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\Mobile_Home_Parks\MobileHomeParks.shp","1461.1","2022-05-27","unknown","","","","no","",""
"2023","2311 Arcadis","National_Shelter_System_Facilities.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\National_Shelter_System_Facilities\National_Shelter_System_Facilities.shp","2193.1","2023-01-31","unknown","","","","no","",""
"2023","2311 Arcadis","NaturalGasCompressorStations.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\Natural_Gas_Compressor_Stations\NaturalGasCompressorStations.shp","63","2022-12-12","unknown","","","","no","",""
"2023","2311 Arcadis","Natural_Gas_Pipelines.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\Natural_Gas_Pipelines\Natural_Gas_Pipelines.shp","4906.8","2022-01-24","unknown","","","","no","",""
"2023","2311 Arcadis","North_American_Rail_Network_Nodes.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\North_American_Rail_Network_Nodes\North_American_Rail_Network_Nodes.shp","6844.8","2023-01-06","unknown","","","","no","",""
"2023","2311 Arcadis","Nursing_Homes.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\Nursing_Homes\Nursing_Homes.shp","1267.3","2022-12-16","unknown","","","","no","",""
"2023","2311 Arcadis","Petroleum_Ports.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\Petroleum__Ports\Petroleum_Ports.shp","6.7","2022-06-30","unknown","","","","no","",""
"2023","2311 Arcadis","Pharmacies_(Archive).shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\Pharmacies_(Archive)\Pharmacies_(Archive).shp","1722","2022-05-08","unknown","","","","no","",""
"2023","2311 Arcadis","POL_Pumping_Station.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\POL_Pumping_Stations\POL_Pumping_Station.shp","44.5","2022-06-30","unknown","","","","no","",""
"2023","2311 Arcadis","POL_Terminals.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\POL_Terminals\POL_Terminals.shp","63","2022-06-30","unknown","","","","no","",""
"2023","2311 Arcadis","Power_Plants.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\Power_Plants\Power_Plants.shp","361.9","2023-04-05","vegetation","","","","no","",""
"2023","2311 Arcadis","Principal_Ports.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\Principal_Ports\Principal_Ports.shp","4.2","2023-01-12","unknown","","","","no","",""
"2023","2311 Arcadis","Private Non-Retail Shipping Facilities.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\Private_Non_Retail_Shipping_Facilities\Private Non-Retail Shipping Facilities.shp","88.5","2016-02-02","unknown","","","","no","",""
"2023","2311 Arcadis","Private_Schools.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\Private_Schools\Private_Schools.shp","618.5","2022-06-28","unknown","","","","no","",""
"2023","2311 Arcadis","PublicHealthDepartments.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\Public_Health_Departments\PublicHealthDepartments.shp","101.2","2022-07-05","unknown","","","","no","",""
"2023","2311 Arcadis","PublicSchools.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\Public_Schools (1)\PublicSchools.shp","2934.1","2022-12-08","unknown","","","","no","",""
"2023","2311 Arcadis","Railroad_Bridges.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\Railroad_Bridges\Railroad_Bridges.shp","1900.8","2023-01-10","unknown","","","","no","",""
"2023","2311 Arcadis","Runways.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\Runways\Runways.shp","587.8","2022-06-30","unknown","","","","no","",""
"2023","2311 Arcadis","SolidWasteLandfillFacilities.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\Solid__Waste__Landfill___Facilities\SolidWasteLandfillFacilities.shp","275.8","2022-12-07","unknown","","","","no","",""
"2023","2311 Arcadis","StateCapitolsforUS.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\State_Capitol_Buildings\StateCapitolsforUS.shp","1.6","2022-07-25","municipal","","","","no","",""
"2023","2311 Arcadis","State_Emergency_Operations_Centers.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\State_Emergency_Operations_Centers\State_Emergency_Operations_Centers.shp","1.7","2023-01-09","municipal","","","","no","",""
"2023","2311 Arcadis","Substations.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\Substations\Substations.shp","2179","2022-12-12","unknown","","","","no","",""
"2023","2311 Arcadis","SupplementalColleges.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\Supplemental_Colleges\SupplementalColleges.shp","76.5","2022-12-09","unknown","","","","no","",""
"2023","2311 Arcadis","Transportation.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\Transportation\Transportation.shp","52627.6","2023-02-01","unknown","","","","no","",""
"2023","2311 Arcadis","TruckDrivingSchools.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\Truck_Driving_Schools\TruckDrivingSchools.shp","16.4","2023-02-01","unknown","","","","no","",""
"2023","2311 Arcadis","UPS_Facilities.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\UPS_Facilities\UPS_Facilities.shp","1348.6","2023-04-06","unknown","","","","no","",""
"2023","2311 Arcadis","USCG_Sectors.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\USCG_Sectors\USCG_Sectors.shp","4155.3","2022-06-30","unknown","","","","no","",""
"2023","2311 Arcadis","USACE_Offices.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\US_Army_Corps_of_Engineers_(USACE)_Offices\USACE_Offices.shp","1.9","2023-02-01","unknown","","","","no","",""
"2023","2311 Arcadis","U_S__Coast_Guard__USCG__Maritime_Differential_GPS__DGPS__Locations.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\US_Coast_Guard_(USCG)_Maritime_Differential_GPS_(DGPS)_Locations\U_S__Coast_Guard__USCG__Maritime_Differential_GPS__DGPS__Locations.shp","2.5","2022-09-21","gpssurvey","","","","no","",""
"2023","2311 Arcadis","Veterans_Health_Administration_Medical_Facilities.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\Veterans_Health_Administration_Medical_Facilities\Veterans_Health_Administration_Medical_Facilities.shp","28.7","2022-06-29","unknown","","","","no","",""
"2023","2311 Arcadis","Wastewater_Treatment_Plants.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\Wastewater_Treatment_Plants\Wastewater_Treatment_Plants.shp","4694.9","2022-06-06","vegetation","","","","no","",""
"2023","2311 Arcadis","Weather_Radar_Stations.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\Weather_Radar_Stations\Weather_Radar_Stations.shp","5.6","2023-02-01","unknown","","","","no","",""
"2023","2311 Arcadis","Environmental_Protection_Agency__EPA__Facility_Registry_Service__FRS__Power_Plants.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\2023 Homeland Data Downloads\_Environmental_Protection_Agency_(EPA)_Facility_Registry_Service_(FRS)_Power_Plants\Environmental_Protection_Agency__EPA__Facility_Registry_Service__FRS__Power_Plants.shp","123.5","2022-07-05","vegetation","","","","no","",""
"2023","2311 Arcadis","LOW_INCOME_HOUSING_TAX_CREDITS.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\HUD\Low-Income_Housing_Tax_Credit_Properties\LOW_INCOME_HOUSING_TAX_CREDITS.shp","1314.8","2023-02-15","mitigation","","","","no","",""
"2023","2311 Arcadis","PUBLIC_HOUSING_DEVELOPMENTS.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\HUD\Public_Housing_Developments\PUBLIC_HOUSING_DEVELOPMENTS.shp","180.5","2023-05-25","unknown","","","","no","",""
"2023","2311 Arcadis","1950-2022-torn-aspath.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\NOAA\1950-2022-tornado-aspath\1950-2022-torn-aspath\1950-2022-torn-aspath.shp","5904.1","2023-05-26","unknown","","","","no","",""
"2023","2311 Arcadis","1955-2022-hail-aspath.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\NOAA\1955-2022-hail-aspath\1955-2022-hail-aspath\1955-2022-hail-aspath.shp","33017.8","2023-05-26","unknown","","","","no","",""
"2023","2311 Arcadis","1955-2022-wind-aspath.shp",".shp","vector","Z:\2023\2311 Arcadis\A_Fort Lauderdale\2_Data Response\_1GIS Fed\NOAA\1955-2022-wind-aspath\1955-2022-wind-aspath\1955-2022-wind-aspath.shp","42589","2023-05-26","unknown","","","","no","",""
